"","HOUR_I_R","ALCHL_I","ALIGN_I","STRATUM_R","WRK_ZONE","WKDY_I_R","INT_HWY","LGTCON_I_R","MANCOL_I_R","PED_ACC_R","RELJCT_I_R","REL_RWY_R","PROFIL_I_R","SPD_LIM","SUR_COND","TRAF_CON_R","TRAF_WAY","VEH_INVL","WEATHER_R","INJURY"
"34246",1,2,1,1,0,1,0,1,2,0,1,1,0,40,1,1,1,2,1,1
"4943",0,2,1,1,0,0,1,3,0,0,0,0,0,60,1,0,2,1,1,1
"22060",0,2,1,1,0,0,0,1,2,0,1,1,1,35,1,0,1,3,1,1
"28945",0,2,1,1,0,1,0,1,0,0,0,0,0,40,1,0,2,1,1,1
"21300",0,2,1,0,0,0,0,1,0,1,1,1,1,45,1,1,1,1,1,1
"3920",1,2,1,0,0,1,0,3,2,0,0,1,1,35,1,0,1,2,1,1
"18768",1,2,2,0,0,1,1,1,0,0,1,0,1,55,1,0,3,1,1,0
"41713",1,2,1,0,0,1,0,1,0,0,0,1,0,50,1,0,1,1,1,0
"19575",0,2,1,0,0,1,0,1,2,0,1,1,1,35,1,1,2,2,1,0
"31222",1,2,1,0,0,1,0,1,0,0,0,1,0,45,1,0,2,1,1,1
"32595",0,2,1,0,0,0,0,1,2,0,1,1,0,45,1,1,1,2,1,1
"32569",1,2,1,0,0,1,0,1,2,0,1,1,0,40,1,1,1,2,1,0
"39688",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,0
"41629",0,2,1,0,0,1,0,1,0,0,0,0,0,45,1,0,1,1,1,0
"4019",0,2,1,1,0,0,0,3,0,0,0,0,1,25,1,0,1,1,1,1
"4911",0,1,1,1,0,1,0,3,0,0,1,0,0,40,1,1,2,1,1,0
"3450",0,2,1,1,0,1,1,3,2,0,0,1,1,65,1,0,2,2,1,0
"27111",1,2,1,1,0,1,0,1,2,0,0,1,0,40,1,0,2,2,1,0
"2420",1,2,1,0,0,0,0,3,2,0,1,1,0,45,2,1,2,2,1,1
"22557",1,2,2,0,0,1,0,1,2,0,1,1,1,35,1,2,1,2,1,1
"27068",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,0,2,4,1,1
"10622",0,2,1,1,0,0,0,2,2,0,0,1,0,50,1,0,2,2,1,0
"2871",0,2,1,1,0,1,0,3,2,0,1,1,0,35,2,2,1,2,2,1
"416",1,2,1,0,0,1,0,3,0,1,1,1,0,25,2,1,1,1,1,1
"14006",0,2,1,0,0,1,1,1,2,0,0,1,1,55,2,0,2,3,2,1
"41138",1,2,1,1,0,0,0,1,0,0,0,0,0,35,1,0,1,1,1,1
"34182",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"21203",0,2,1,1,0,1,0,1,1,0,1,1,1,40,1,1,1,2,1,1
"40759",0,2,1,0,0,0,0,1,0,0,1,0,0,25,1,0,1,1,1,0
"12181",1,2,2,1,0,1,0,2,0,0,0,0,0,45,1,0,1,1,1,1
"14465",0,2,1,1,0,0,0,1,2,0,1,1,1,35,2,2,1,2,1,0
"32461",0,2,1,0,0,1,0,1,2,0,0,1,0,30,1,0,1,2,1,1
"19952",1,2,2,1,0,0,0,1,0,0,0,0,1,60,1,0,2,1,1,1
"35029",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,2,1,2,1,0
"12579",0,1,1,1,0,0,0,2,0,0,1,0,0,55,1,2,1,1,1,1
"28063",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,2,2,1,1
"5838",0,2,1,0,0,1,0,3,0,0,0,0,0,50,1,0,2,1,1,0
"37755",1,2,1,1,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,0
"32591",1,2,1,1,0,1,0,1,2,0,0,1,0,45,1,0,1,2,1,1
"35830",0,2,1,1,0,1,0,1,2,0,1,1,0,50,1,0,1,3,1,0
"36293",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,1
"16611",0,2,1,1,0,1,0,1,2,0,1,1,0,50,2,0,1,2,2,1
"41103",0,2,2,1,0,1,0,1,0,0,0,0,0,30,1,0,1,1,1,0
"1595",0,2,1,1,0,0,0,3,0,0,0,0,0,50,1,0,1,1,1,1
"2239",0,2,1,1,0,1,0,3,2,0,1,1,0,35,2,0,2,2,2,0
"11331",1,2,1,1,0,0,0,2,0,0,0,1,0,45,1,2,1,1,1,0
"39480",0,2,2,0,0,0,0,1,2,0,0,1,0,35,1,0,1,2,1,1
"12408",0,2,2,0,0,1,0,2,0,0,1,0,0,55,1,2,1,1,1,1
"37718",0,2,1,1,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,0
"39318",0,2,1,0,0,1,0,1,2,0,1,1,0,30,1,0,1,2,1,1
"16963",0,2,1,0,0,1,0,1,2,0,1,1,0,40,2,1,1,2,2,0
"15423",1,2,1,0,0,1,1,1,0,0,0,0,0,70,2,0,2,2,1,1
"12081",1,2,1,0,0,1,0,2,0,1,0,1,0,35,1,0,1,1,1,1
"13109",1,2,1,1,0,1,1,1,2,0,0,1,0,70,4,0,2,2,1,0
"19743",0,2,1,0,0,1,0,1,2,0,1,1,1,45,1,1,2,2,1,0
"41005",0,1,2,0,0,1,0,1,0,1,1,1,0,30,1,2,1,1,1,1
"1814",0,2,1,1,0,0,0,3,2,0,1,1,0,25,3,2,1,2,2,0
"4528",0,1,1,1,0,1,1,3,0,0,0,0,0,65,1,0,2,1,1,1
"3485",0,2,1,1,0,0,0,3,2,0,0,1,1,50,1,0,2,2,1,1
"39146",1,2,1,0,0,1,0,1,2,0,1,1,0,25,1,0,1,3,1,1
"9602",0,2,1,1,0,0,1,2,0,0,1,0,1,70,1,0,2,1,1,1
"30371",1,2,1,1,0,1,0,1,2,0,0,1,0,35,1,0,2,3,1,0
"39689",0,2,2,1,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"30450",0,2,1,1,0,1,0,1,2,0,1,1,0,40,1,1,2,3,1,1
"13452",0,2,1,0,0,1,0,1,2,0,0,1,0,55,3,0,2,2,2,1
"4486",0,2,1,1,0,0,0,3,0,0,1,0,0,55,1,0,2,1,1,0
"20552",0,2,1,1,0,1,0,1,0,0,0,0,1,60,1,0,2,1,1,1
"10635",0,2,1,0,0,0,0,2,2,0,1,1,0,40,1,1,2,2,1,0
"27907",1,2,1,0,0,1,0,1,2,0,1,1,0,55,1,1,2,2,1,0
"6966",0,2,1,0,0,1,0,3,2,0,1,1,0,35,1,2,1,2,1,0
"39364",0,2,1,0,0,0,0,1,2,0,1,1,0,30,1,0,1,2,1,0
"4520",0,2,1,1,0,0,1,3,2,0,0,1,0,60,1,0,2,2,1,0
"26608",1,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,1
"6691",0,2,1,1,0,1,0,3,2,0,1,1,0,40,1,0,1,2,1,1
"21603",1,2,1,0,0,1,1,1,2,0,0,1,1,65,1,0,1,2,1,0
"29342",0,2,1,0,0,1,0,1,2,0,0,1,0,60,1,0,2,2,1,0
"23058",0,2,2,1,0,1,0,1,0,0,0,0,1,35,1,0,1,3,1,1
"28115",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,2,3,1,0
"28652",0,2,1,0,0,0,1,1,2,0,1,1,0,55,1,0,2,2,1,0
"40744",1,2,1,0,0,1,0,1,0,0,0,0,0,25,1,0,1,1,1,0
"24796",0,2,1,1,0,1,0,1,2,0,0,1,0,45,1,0,2,3,1,1
"3949",0,2,1,0,0,1,0,3,2,0,1,1,1,30,1,1,1,2,1,0
"27860",1,2,1,0,0,1,0,1,2,0,1,1,0,55,1,0,2,4,1,1
"35969",0,2,1,1,0,1,0,1,0,0,0,0,0,35,1,0,1,1,1,0
"14760",1,2,1,1,0,1,0,1,0,0,1,0,1,25,2,2,1,1,2,0
"23836",1,2,1,1,0,1,0,1,2,0,1,1,0,30,1,1,3,2,1,1
"30060",1,2,1,0,0,1,1,1,2,0,0,1,0,70,1,0,2,2,1,1
"38595",1,2,1,1,0,1,0,1,2,0,0,1,0,50,1,0,1,2,1,0
"20565",0,2,1,0,0,1,0,1,0,0,0,0,1,65,1,0,2,1,1,1
"37609",0,2,1,1,0,1,0,1,2,0,1,1,0,30,1,0,1,2,1,1
"8125",1,2,1,1,0,1,0,2,0,0,0,1,0,55,4,0,1,1,1,1
"29902",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,2,2,1,0
"9389",0,2,1,0,0,0,0,2,2,0,0,1,1,60,1,0,2,2,1,1
"26300",1,2,1,1,0,1,1,1,2,0,1,1,0,65,1,0,2,2,1,1
"7044",0,2,1,1,0,0,0,3,2,0,1,1,0,25,1,2,1,2,1,1
"36345",1,2,1,1,0,1,0,1,2,0,1,1,0,50,1,0,1,2,1,1
"19255",1,2,1,1,0,1,0,1,2,0,1,1,1,35,1,1,2,2,1,1
"25122",1,2,1,0,0,0,0,1,2,0,1,1,0,45,1,1,2,2,1,1
"17604",0,1,1,1,0,1,0,1,2,0,1,1,0,25,2,1,1,3,2,0
"8662",0,2,1,0,0,0,1,2,2,0,0,1,0,65,2,0,2,2,2,0
"29507",0,2,1,0,0,0,0,1,2,0,1,1,0,35,1,2,2,2,1,1
"16574",1,2,1,1,0,1,0,1,2,0,1,1,0,40,2,0,1,2,2,1
"16498",1,2,1,1,0,1,0,1,2,0,1,1,0,35,2,1,1,2,1,1
"10136",0,2,1,1,0,0,0,2,0,0,1,0,1,55,1,2,1,1,1,1
"13391",0,2,1,1,0,1,0,1,2,0,0,1,1,25,3,0,1,2,2,0
"4033",0,1,1,1,0,1,0,3,0,0,0,0,1,25,1,0,1,1,1,0
"28650",0,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,3,1,0
"3442",1,2,1,0,0,1,0,3,2,0,1,1,1,45,1,0,2,2,1,0
"5221",0,2,1,0,0,1,0,3,2,0,1,1,0,35,1,1,2,2,1,0
"3393",1,2,1,1,0,1,0,3,2,0,1,1,1,40,1,0,2,2,1,0
"9111",1,2,1,1,0,0,0,2,0,0,0,0,0,35,2,0,1,1,2,1
"38890",1,2,1,1,0,1,0,1,2,0,1,1,0,55,1,2,1,2,1,0
"31865",0,2,1,0,0,1,0,1,2,0,1,1,0,30,1,0,1,2,1,1
"39365",0,2,1,0,0,0,0,1,2,0,1,1,0,30,1,0,1,2,1,0
"27624",0,2,1,1,0,0,0,1,2,0,1,1,0,40,1,2,2,2,1,0
"19971",1,2,1,1,0,1,0,1,0,0,1,0,1,65,1,0,2,1,1,1
"3981",0,2,1,0,0,1,0,3,2,0,1,1,1,25,1,1,1,2,1,0
"9573",0,2,1,1,0,1,0,2,0,0,0,1,1,65,1,2,2,1,1,1
"15123",0,2,1,0,1,1,1,1,2,0,0,1,0,45,2,2,2,3,2,0
"26913",1,2,1,0,0,1,0,1,0,1,1,1,0,35,1,0,2,1,1,1
"6686",0,2,1,0,0,1,0,3,2,0,1,1,0,35,1,1,1,2,1,0
"37741",1,2,1,0,0,0,0,1,2,0,1,1,0,30,1,2,1,2,1,0
"26839",1,2,1,1,0,1,0,1,2,0,0,1,0,65,1,0,2,2,1,0
"33926",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,0
"822",1,2,1,1,0,1,0,3,2,0,1,1,0,45,1,1,2,2,1,1
"38005",0,2,1,0,0,0,0,1,2,0,1,1,0,35,1,2,1,2,1,0
"6223",0,2,1,0,0,1,0,3,2,0,0,1,0,55,1,0,1,2,1,0
"7497",0,2,1,0,0,0,0,3,0,0,0,0,0,25,1,0,1,1,1,0
"39980",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,0
"13716",0,2,1,1,0,1,0,1,2,0,1,1,1,45,2,0,1,2,1,0
"30255",1,2,1,0,0,1,0,1,2,0,0,1,0,35,1,0,2,2,1,1
"34362",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,0
"17005",1,2,1,0,0,1,0,1,2,0,1,1,0,25,2,1,1,2,1,0
"9095",0,2,2,0,0,1,0,2,0,0,0,0,0,25,2,0,1,1,2,0
"32097",0,2,1,1,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,0
"2257",1,2,1,1,1,1,0,3,0,0,1,0,0,40,2,0,2,1,2,0
"15410",1,2,1,0,0,1,1,1,2,0,0,1,0,60,2,0,2,2,2,0
"12602",1,2,1,1,0,1,0,2,0,0,0,0,0,55,1,0,1,1,1,0
"3553",0,2,1,0,0,1,0,3,2,0,1,1,1,45,1,1,2,2,1,1
"26690",0,2,2,0,0,0,1,1,2,0,0,1,0,60,1,0,2,4,1,1
"38195",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"29397",1,2,1,0,0,1,1,1,2,0,0,1,0,70,1,0,2,2,1,0
"13128",1,2,1,1,0,0,0,1,0,0,0,0,0,65,4,0,2,1,1,1
"35337",1,2,1,1,0,1,0,1,2,0,1,1,0,55,1,2,1,2,1,1
"9171",0,2,1,0,0,1,0,2,0,0,0,0,0,55,2,0,1,1,2,1
"39499",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"16625",0,2,1,1,0,1,0,1,1,0,0,1,0,55,2,0,1,3,2,1
"11423",0,2,1,0,0,1,0,2,2,0,1,1,0,30,1,1,1,2,1,0
"34514",1,2,1,0,0,1,0,1,0,1,1,1,0,45,1,1,1,1,1,1
"2044",0,2,1,1,0,1,0,3,2,0,1,1,1,45,2,1,1,2,1,0
"15586",1,2,1,1,0,1,0,1,2,0,1,1,0,50,2,2,2,2,2,0
"3468",0,2,1,1,0,1,0,3,2,0,1,1,1,40,1,1,2,2,1,1
"22607",0,2,1,1,0,1,0,1,2,0,1,1,1,40,1,0,1,2,1,1
"17228",0,2,1,0,0,1,0,1,2,0,1,0,0,45,2,0,1,2,1,0
"41172",1,1,2,1,0,0,0,1,0,0,0,0,0,35,1,0,1,1,1,1
"6443",1,2,1,0,0,1,0,3,2,0,1,1,0,45,1,1,1,2,1,0
"35495",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,3,1,1
"18259",0,1,1,1,0,0,1,1,0,0,0,0,1,55,1,0,2,1,1,1
"19786",1,2,1,0,0,1,0,1,2,0,0,1,1,55,1,0,2,2,1,1
"13427",0,2,1,1,0,1,1,1,0,0,1,0,0,45,3,2,3,1,1,1
"16924",1,2,1,1,0,1,0,1,2,0,1,1,0,30,2,0,1,2,2,0
"8926",1,2,1,0,0,1,0,2,2,0,1,1,0,50,2,1,1,5,2,1
"39209",0,2,1,0,0,1,0,1,2,0,1,1,0,25,1,2,1,2,1,0
"29319",0,2,1,0,0,1,0,1,2,0,0,1,0,55,1,0,2,3,1,1
"37491",1,2,1,0,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,1
"8624",1,2,2,1,0,1,0,2,0,0,0,1,0,65,2,0,2,1,1,0
"27122",1,2,1,0,0,1,0,1,2,0,0,1,0,45,1,0,2,2,1,1
"40078",1,2,1,0,0,1,0,1,2,0,0,1,0,45,1,0,1,2,1,0
"21891",1,1,1,0,0,1,0,1,2,0,1,1,1,15,1,0,1,2,1,1
"11036",0,2,2,1,0,0,1,2,0,0,0,0,0,65,1,0,2,1,1,1
"12469",0,2,1,1,0,0,0,2,0,0,0,1,0,55,1,0,1,1,1,1
"31836",0,2,1,1,0,1,0,1,0,0,1,0,0,35,1,0,2,1,1,1
"9870",0,2,2,1,0,1,0,2,0,0,0,0,1,25,1,0,1,1,1,0
"16223",1,2,2,0,0,1,1,1,0,0,0,0,0,70,2,0,2,3,2,0
"27100",1,2,1,0,0,1,0,1,2,0,1,1,0,40,1,1,2,2,1,1
"25872",0,2,1,0,0,1,1,1,2,0,0,1,0,65,1,0,2,2,1,0
"17112",0,2,1,1,0,1,0,1,2,0,0,1,0,55,2,0,1,2,2,1
"40237",0,2,1,0,0,1,0,1,2,0,0,1,0,55,1,0,1,2,1,1
"17071",0,2,1,0,0,1,0,1,2,0,1,1,0,45,9,1,1,2,1,0
"21827",0,2,2,1,0,1,0,1,2,0,0,1,1,45,1,0,1,2,1,1
"27491",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,2,2,1,0
"6013",0,2,1,0,0,0,0,3,2,0,0,1,0,30,1,0,1,2,1,0
"30810",0,2,1,1,0,0,0,1,2,0,1,1,0,55,1,0,2,2,1,1
"6375",0,1,1,0,0,0,0,3,2,0,1,1,0,40,1,1,1,2,1,1
"5892",1,1,1,0,0,1,0,3,2,0,0,1,0,35,1,0,2,2,1,0
"28052",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,2,2,1,1
"35423",1,2,1,1,0,1,0,1,2,0,1,1,0,25,1,1,1,2,1,0
"31846",1,2,1,0,0,1,0,1,0,0,0,0,0,45,1,0,2,1,1,1
"3329",1,2,1,1,0,1,0,3,2,0,0,1,1,45,1,0,3,2,1,1
"31512",1,2,1,0,0,1,0,1,0,0,0,0,0,70,1,0,2,1,1,1
"21507",0,2,1,1,0,0,0,1,2,0,0,1,1,35,1,0,1,3,1,1
"14151",1,2,2,0,0,1,0,1,0,0,0,0,1,55,2,0,2,1,1,1
"8123",1,2,1,0,0,1,0,2,0,0,0,0,0,55,4,0,1,1,1,1
"15858",1,2,1,1,0,1,0,1,2,0,1,1,0,35,9,0,2,2,1,0
"2059",0,1,2,1,0,0,0,3,2,0,1,1,1,30,2,0,1,2,2,1
"23916",0,2,1,1,0,0,0,1,2,0,1,1,0,45,1,1,3,2,1,1
"12727",1,2,2,1,0,0,0,2,0,0,0,1,0,55,1,0,1,1,1,0
"18852",0,2,1,0,0,1,0,1,0,0,1,1,1,45,1,0,3,1,1,0
"13198",1,2,1,1,0,1,0,1,2,0,0,1,0,40,4,0,1,2,1,0
"6535",1,2,1,0,0,1,0,3,0,1,1,1,0,30,1,1,1,1,1,1
"13767",1,2,1,1,0,1,0,1,2,0,1,1,1,60,2,2,3,2,2,0
"3418",0,1,2,1,0,0,1,3,0,0,0,0,1,70,1,0,2,1,1,0
"27063",1,2,1,0,0,1,1,1,0,0,0,0,0,70,1,0,2,1,1,0
"4964",0,2,1,0,0,0,1,3,0,0,0,0,0,65,1,0,2,1,1,1
"29004",1,1,1,1,0,0,0,1,0,0,0,0,0,55,1,0,2,2,1,1
"23254",0,2,1,1,0,1,0,1,0,0,0,1,1,45,1,0,1,2,1,1
"582",1,2,1,0,0,1,0,3,2,0,0,1,1,40,1,0,1,2,1,0
"3955",0,2,1,1,0,1,0,3,2,0,1,1,1,35,1,1,1,3,1,1
"17594",1,2,1,1,0,1,0,1,2,0,0,1,0,25,2,2,1,2,2,1
"25083",0,2,1,0,0,1,0,1,2,0,0,1,0,55,1,0,2,2,1,1
"31437",0,2,1,0,0,1,0,1,0,0,0,1,0,65,1,0,2,2,1,0
"8973",1,1,1,0,0,1,0,2,1,0,0,1,0,30,2,0,1,2,2,1
"29762",0,2,1,1,0,1,0,1,2,0,1,1,0,40,1,1,2,2,1,1
"16499",0,2,1,1,0,1,0,1,2,0,1,1,0,35,9,1,1,2,1,1
"25869",1,2,1,0,0,1,0,1,2,0,0,1,0,65,1,0,2,2,1,0
"29230",1,2,1,0,0,1,0,1,2,0,0,1,0,30,1,0,2,2,1,0
"6395",1,2,1,1,0,1,0,3,2,0,1,1,0,40,1,2,1,2,1,0
"15320",0,2,1,0,0,1,1,1,2,0,0,1,0,55,2,0,2,3,2,1
"9300",0,1,2,1,0,1,0,2,0,0,0,0,1,30,1,0,1,1,1,1
"20331",1,2,1,1,0,0,0,1,2,0,1,1,1,55,1,1,2,2,1,1
"7580",0,1,1,1,0,1,0,3,0,0,0,0,0,25,1,0,1,1,1,0
"2115",0,1,1,1,0,1,0,3,0,0,0,0,1,35,2,0,1,1,1,0
"17397",0,2,1,0,0,1,0,1,2,0,1,1,0,35,2,1,1,2,2,0
"15389",0,2,1,0,0,1,0,1,2,0,0,1,0,50,2,0,2,2,2,0
"14972",0,2,1,1,0,1,0,1,2,0,1,1,0,50,2,0,3,2,2,0
"32477",1,2,1,0,0,0,0,1,2,0,1,1,0,30,1,0,1,2,1,0
"9652",0,2,2,0,1,1,1,2,2,0,0,1,1,45,1,0,2,2,1,0
"27923",1,2,1,1,0,1,1,1,2,0,1,1,0,60,1,0,2,2,1,1
"9471",0,1,1,0,0,0,1,2,0,0,0,0,1,65,1,0,2,1,1,1
"28233",1,2,1,1,0,1,0,1,2,0,0,1,0,40,1,0,2,2,1,0
"24722",1,2,1,0,0,0,0,1,2,0,1,1,0,25,1,0,2,2,1,1
"28923",1,2,1,1,0,0,0,1,0,0,0,0,0,35,1,0,2,1,1,0
"28144",0,2,1,1,0,0,0,1,2,0,1,1,0,40,1,1,2,2,1,1
"34868",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"15514",0,2,1,0,0,1,0,1,2,0,1,1,0,35,2,2,2,2,1,0
"17695",0,2,1,0,0,1,0,1,2,0,1,1,0,40,2,0,1,2,2,0
"27754",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,2,2,1,0
"25285",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,2,2,1,1
"5307",1,2,2,1,0,1,1,3,2,0,0,1,0,55,1,0,2,2,1,0
"27183",1,2,1,0,0,0,0,1,2,0,1,1,0,55,1,0,2,2,1,0
"39624",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"10993",0,2,1,0,0,0,0,2,0,0,0,0,0,55,1,0,2,1,1,1
"40373",0,2,1,0,0,0,0,1,0,0,0,1,0,15,1,0,1,1,1,1
"4113",1,1,1,1,0,1,0,3,0,0,0,0,1,35,1,0,1,1,1,0
"4787",0,2,1,1,0,0,0,3,2,0,1,1,0,55,1,1,2,2,1,1
"34450",0,2,1,0,0,0,0,1,2,0,1,1,0,60,1,1,1,2,1,1
"11005",0,1,1,1,0,1,0,2,0,0,0,0,0,55,1,0,2,1,1,0
"29090",0,2,1,1,0,1,0,1,0,0,0,0,0,60,1,0,2,1,1,1
"21265",0,2,1,0,0,1,0,1,2,0,1,1,1,45,1,1,1,2,1,0
"38099",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,2,1,2,1,0
"4199",0,1,1,1,0,0,0,3,2,0,1,1,0,40,1,1,3,3,1,1
"1981",0,2,2,0,0,0,0,3,0,0,0,0,1,50,2,0,2,1,2,0
"10188",0,1,1,1,0,1,0,2,0,0,0,0,1,55,1,0,1,1,1,0
"25644",1,2,1,0,0,0,0,1,0,0,1,1,0,40,1,2,2,1,1,1
"1912",1,2,1,1,0,1,0,3,2,0,1,1,1,45,2,1,2,2,2,0
"40036",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,0
"9706",0,1,1,1,0,1,0,2,2,0,1,1,1,35,1,1,1,2,1,0
"16280",0,2,1,0,0,1,0,1,2,0,1,1,0,45,2,1,1,2,1,0
"17215",0,2,1,0,0,1,0,1,2,0,1,1,0,40,2,1,1,2,1,0
"16413",0,2,1,0,0,0,0,1,0,1,1,1,0,30,2,1,1,1,2,1
"16019",0,2,1,0,0,1,0,1,2,0,1,1,0,35,2,1,2,3,2,0
"28575",1,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,1
"27602",1,2,1,0,0,1,0,1,2,0,1,1,0,40,1,0,2,2,1,0
"4977",0,2,1,0,0,0,0,3,2,0,0,1,0,35,1,0,2,2,1,0
"27164",1,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,1
"1942",1,2,1,0,0,1,1,3,2,0,0,1,1,65,2,0,2,2,2,0
"24889",0,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,0
"14625",1,2,1,0,0,1,0,1,2,0,0,1,1,55,2,0,1,2,1,0
"28731",1,2,2,0,0,1,0,1,2,0,1,1,0,60,1,0,2,2,1,1
"36548",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,0
"36039",1,2,1,0,0,1,0,1,2,0,0,1,0,45,1,0,1,2,1,0
"19379",1,2,1,1,0,1,0,1,2,0,1,1,1,45,1,0,2,3,1,0
"86",1,2,2,0,0,1,0,3,0,0,0,0,0,55,3,0,2,1,2,0
"23064",1,2,1,1,0,0,0,1,0,0,0,0,1,35,1,0,1,1,1,1
"10381",0,2,1,1,0,1,0,2,0,0,0,0,0,55,1,0,2,1,1,1
"9458",0,2,1,0,0,1,1,2,2,0,0,1,1,70,1,0,2,2,1,1
"17063",1,2,1,1,0,0,0,1,2,0,1,1,0,35,9,0,1,3,1,1
"3196",0,2,1,1,0,1,0,3,0,0,0,0,0,45,2,0,1,1,2,0
"16690",0,2,1,1,0,1,0,1,2,0,1,1,0,40,2,1,1,3,2,0
"22174",0,2,1,0,0,1,0,1,2,0,1,1,1,45,1,0,1,2,1,1
"10719",0,2,1,1,0,1,1,2,0,0,0,0,0,60,1,0,2,1,1,0
"36650",0,2,1,0,0,1,0,1,2,0,1,1,0,50,1,1,1,2,1,1
"27061",1,2,1,0,0,0,1,1,0,0,0,1,0,70,1,0,2,1,1,0
"30886",0,2,1,1,0,1,0,1,2,0,1,1,0,55,1,1,2,2,1,0
"5189",1,2,1,0,0,0,0,3,2,0,1,1,0,25,1,0,2,2,1,0
"15941",0,2,1,0,0,1,1,1,2,0,0,1,0,55,2,0,2,2,2,0
"29241",0,2,1,0,0,0,0,1,2,0,0,1,0,35,1,0,2,2,1,0
"19079",0,2,1,1,0,1,1,1,2,0,1,1,1,60,1,0,2,2,1,1
"4738",0,2,1,0,0,1,0,3,2,0,1,1,0,35,1,1,2,2,1,0
"27146",0,2,1,0,0,1,0,1,2,0,0,1,0,55,1,0,2,2,1,1
"38799",0,2,1,1,0,1,0,1,2,0,1,1,0,55,1,0,1,2,1,1
"10576",1,2,2,0,1,0,1,2,2,0,0,1,0,45,1,0,2,3,1,1
"9876",0,1,1,0,0,1,0,2,0,0,1,0,1,25,1,0,1,1,1,0
"39112",0,1,2,1,0,0,0,1,1,0,0,1,0,55,1,0,1,2,1,1
"433",1,2,1,0,0,1,0,3,0,0,0,1,0,55,2,0,1,1,2,0
"12757",0,2,1,0,0,1,0,2,0,0,0,1,0,55,1,0,1,1,1,0
"9554",0,2,1,1,0,1,0,2,0,0,0,0,1,55,1,0,2,1,1,0
"20003",1,2,2,0,0,1,0,1,2,0,1,1,1,40,1,2,2,2,1,1
"39157",0,2,2,0,0,1,0,1,2,0,1,1,0,25,1,0,1,2,1,1
"4169",0,2,1,1,1,1,1,3,2,0,1,1,0,55,1,2,3,2,1,1
"17363",0,2,1,1,0,1,0,1,2,0,1,1,0,35,2,2,1,2,2,1
"30135",0,2,1,1,0,0,0,1,2,0,0,1,0,30,1,0,2,2,1,1
"38470",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,2,1,2,1,0
"17997",0,2,1,1,0,1,0,1,0,0,0,1,0,45,2,0,1,1,2,0
"3752",0,1,1,0,0,0,0,3,0,0,1,1,1,35,1,1,1,1,1,1
"28204",1,2,1,0,0,1,0,1,2,0,1,1,0,40,1,2,2,2,1,0
"26812",1,2,1,1,0,1,1,1,2,0,0,1,0,65,1,0,2,2,1,1
"12695",0,2,1,0,0,0,0,2,0,0,0,1,0,55,1,0,1,1,1,0
"24450",1,2,2,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,1
"30514",0,2,1,1,0,1,0,1,2,0,0,1,0,40,1,0,2,2,1,0
"23021",0,2,2,1,0,0,0,1,0,0,1,0,1,30,1,2,1,1,1,0
"27650",0,2,1,1,0,1,0,1,2,0,1,1,0,40,1,2,2,2,1,0
"8354",0,2,2,0,0,1,0,2,2,0,0,1,1,60,2,0,2,2,1,1
"35263",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,2,1,2,1,1
